1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
495055.7,495290.9,501537.7,512541.7,525806.9,534142.5,527877,519651.8,526706,523004.9,515986.2,515400.7,520965.5,524132.9,526879.7,531688.2,520715.7,489501,500354,491408.4,494957.1,503175.5
